stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Sachem\Desktop\studia\I rok\II semestr\6.Podstawy programowania 2\Podstawy programowania2-projekt [Kaczmarski]\Arkanoid-menu\allegro5.cfg r
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.47361] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.47396] added dtor for bitmap 000000000b0a3050, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47454] opening fonts/CREDITS.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47530] opening fonts/CREDITS.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47576] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47580] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47582] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47583] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47584] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47585] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47587] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47588] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47589] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.47590] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.47591] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.47593] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.47594] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.47625] added dtor for bitmap 0000000000efdd50, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47687] opening fonts/EXIT.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47740] opening fonts/EXIT.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47793] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47795] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47797] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47798] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47799] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47800] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47802] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47803] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47804] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.47805] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.47806] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.47808] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.47809] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.47850] added dtor for bitmap 0000000000efdf00, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47895] opening image/background/pause_bg.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.47989] opening image/background/pause_bg.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47998] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48000] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48002] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48003] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48004] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48006] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48012] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48013] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.48015] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.48016] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.48017] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.48019] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.48020] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.48049] added dtor for bitmap 0000000000f003c0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.50930] opening image/button/quit.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.51056] opening image/button/quit.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51066] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51068] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51070] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51072] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51073] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51075] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51077] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51078] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51079] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.51080] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.51082] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.51083] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.51084] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.51438] added dtor for bitmap 000000000ae60c00, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.51590] opening image/button/hover_quit.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.51705] opening image/button/hover_quit.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51714] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51716] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51717] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51718] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51720] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51721] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51722] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51723] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51724] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.51725] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.51727] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.51728] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.51729] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.51762] added dtor for bitmap 0000000000eff700, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.51908] opening image/button/play.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.51973] opening image/button/play.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51984] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51986] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51988] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.51993] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.51994] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.51995] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.51996] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.51998] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.52025] added dtor for bitmap 000000000ae60360, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.52122] opening image/button/hover_play.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.52205] opening image/button/hover_play.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52213] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52214] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52216] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52217] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52218] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52219] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52220] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52221] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.52223] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.52224] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.52225] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.52226] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.52227] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.52251] added dtor for bitmap 000000000ae60a30, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.52340] opening audio/music/pause.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.56662] added dtor for sample 0000000000ee2800, func 00007ff8d4d91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.56674] added dtor for sample_instance 0000000000ef89d0, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.56677] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.56678]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.56680]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.56682] opening image/background/credits_bg.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.56806] opening image/background/credits_bg.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56816] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56818] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56820] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56821] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56822] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56823] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56824] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.56827] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.56828] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.56829] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.56830] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.56832] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.56869] added dtor for bitmap 000000000b0a4bb0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.60704] opening image/button/back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.60854] opening image/button/back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60945] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60947] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60949] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60950] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60951] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60952] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60954] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60955] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.60956] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.60957] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.60958] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.60960] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.60961] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.61288] added dtor for bitmap 0000000000efa820, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.61494] opening image/button/hover_back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.61580] opening image/button/hover_back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61670] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61674] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61676] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61678] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61679] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61682] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61684] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.61685] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.61686] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.61687] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.61689] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.61690] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.61720] added dtor for bitmap 000000000b09e350, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.61921] opening image/background/win_bg.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.62026] opening image/background/win_bg.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62114] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62116] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62117] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62121] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62123] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.62125] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.62126] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.62127] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.62128] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.62130] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.62164] added dtor for bitmap 000000000b09ed70, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66282] opening image/button/back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.66296] opening image/button/back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66385] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66387] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66389] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66390] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66391] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66392] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66393] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66394] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.66396] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.66397] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.66398] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.66399] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.66401] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.66816] added dtor for bitmap 000000000b09e860, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.67009] opening image/button/hover_back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.67023] opening image/button/hover_back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67107] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67111] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67112] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67113] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67115] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67116] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67117] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.67119] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.67121] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.67122] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.67123] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.67124] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.67152] added dtor for bitmap 000000000b09e1a0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.67338] opening fonts/karma.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.68039] Font fonts/karma.ttf loaded with pixel size 0 x 40.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.68043]     ascent=44.0, descent=-5.0, height=48.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.68046] added dtor for ttf_font 0000000000f02480, func 00007ff8d4d84c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68048] opening audio/music/win.wav rb
wav      E                wav.c:121  wav_open                         [   0.68523] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.68530] added dtor for sample 0000000000f02600, func 00007ff8d4d91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.68802] added dtor for sample_instance 0000000000ef8430, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68808] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68810]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68811]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68813] opening image/background/game_over_bg.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.68874] opening image/background/game_over_bg.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70398] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70404] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70406] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70407] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70408] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70409] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70410] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.70414] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.70415] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.70416] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.70418] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.70419] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.70475] added dtor for bitmap 000000000b09ea10, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.71029] opening image/button/back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.71043] opening image/button/back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71152] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71155] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71157] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71158] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71164] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.71165] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.71166] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.71167] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.71169] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.71560] added dtor for bitmap 000000000b09e500, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.71752] opening image/button/hover_back.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.71764] opening image/button/hover_back.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71849] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71852] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71853] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71854] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71855] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71856] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71858] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71859] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.71860] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.71861] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.71862] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.71864] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.71865] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.71889] added dtor for bitmap 000000000b09ebc0, func 00007ff8d4c61bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.72074] opening fonts/karma.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.72092] Font fonts/karma.ttf loaded with pixel size 0 x 40.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.72094]     ascent=44.0, descent=-5.0, height=48.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.72096] added dtor for ttf_font 0000000000f02210, func 00007ff8d4d84c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.72098] opening audio/music/game_over.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.73697] added dtor for sample 0000000000f022d0, func 00007ff8d4d91a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.73708] added dtor for sample_instance 0000000000ef8550, func 00007ff8d4d8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.73710] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.73712]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.73713]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.73716] opening image/background/playing_bg.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.73794] opening image/background/playing_bg.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75367] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75374] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75375] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75376] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75378] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.75379] Fake format
